ssid,bssid,encryption,vendor,longitude,latitude
EasyBox-650873,78:81:02:a4:8f:0e,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64598672469924,49.8705574812697
UPC0916707,8c:04:ff:f5:b3:53,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64350350239796,49.8705608896327
UPC74EDF92,ac:22:05:dd:7d:4d,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64638196329112,49.870191544658
Pan-Moore,a0:e4:cb:98:7a:4b,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64660303040423,49.8701893839787
Virus-infected Wi-Fi,e0:60:66:ab:01:f6,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64467731362206,49.8698185153359
GynOP,00:1c:4a:47:e2:c9,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.6477410705173,49.8704229713492
UPC62BDD38,90:5c:44:79:97:64,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64610446588965,49.8693368955639
FRITZ!Box Fon WLAN 7360 SL,c0:25:06:51:f2:ba,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64551640058854,49.8711881157565
UPC7AD91CB,54:67:51:23:3a:a5,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64631806166532,49.8691734569503
UPC6CF88AD,54:67:51:bf:18:0f,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64641907231001,49.8693653878645
dlink-CD54,e4:6f:13:3e:cd:56,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.63969707652388,49.8676823654054
dlink-D250,e4:6f:13:3e:d2:50,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.63838624557789,49.8668487254448
bond,e4:6f:13:3e:d3:44,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],D-Link International,8.6381762483992,49.8680195588671
dlink-D394,e4:6f:13:3e:d3:94,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64279611046983,49.8688712092223
dlink-E2E0,e4:6f:13:3e:e2:e0,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64258630954736,49.8687561954642
dlink-EBCC-5GHz,e4:6f:13:3e:eb:ce,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64013827463762,49.867842651529
dlink-F668-5GHz,e4:6f:13:3e:f6:6a,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.64014431981132,49.8678448348969
Shishabar,e4:6f:13:3f:17:7c,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],D-Link International,8.6423891114833,49.8686686815662
Villa Kunterbunt,80:3f:5d:91:a0:6b,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],Winstars Technology Ltd,8.64255553330413,49.8687833463915
WLAN-664595,d4:21:22:78:1e:5d,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64074922340964,49.8686636674274
***,e4:6f:13:3e:b5:f8,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],D-Link International,8.63811292591159,49.8676054318666
dlink-BC54,e4:6f:13:3e:bc:54,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.63931890927176,49.8677199709297
dlink-C500,e4:6f:13:3e:c5:00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.63805462948763,49.8672773753092
dlink-C600,e4:6f:13:3e:c6:00,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64230798830441,49.8688829180036
dlink-D0BC,e4:6f:13:3e:d0:bc,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64255929714414,49.8687851746315
dlink-D238,e4:6f:13:3e:d2:38,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.6385946020883,49.8674154121635
dlink-D348,e4:6f:13:3e:d3:48,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64255929714414,49.8687851746315
dlink-ECA4,e4:6f:13:3e:ec:a4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.6381072706348,49.8668327848053
Telekom_FON,a4:99:47:81:6d:b7,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63794398503901,49.8681652226662
Schantz5GHz,c4:6e:1f:5e:84:d8,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63924207793934,49.8685252738993
dlink-B480-5GHz,e4:6f:13:3e:b4:82,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.64176516394816,49.8681374949858
bond-5,e4:6f:13:3e:d3:46,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],D-Link International,8.642533812274,49.8690933268451
dlink-D960-5GHz,e4:6f:13:3e:d9:62,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.63911619846073,49.8678014276657
Schantz5GHz,f4:f2:6d:d6:f3:ce,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63938543125416,49.8685492154861
WLAN-GJN,24:69:a5:c5:87:eb,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.6420349529417,49.8695394985794
Telekom_FON,5c:03:39:fd:f0:82,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.6376822617373,49.8695320318261
Enterprise Gast,5c:03:39:fd:f0:83,[WPA2-PSK-CCMP][ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64223848472215,49.8695939952888
ChezKiki_Darmstadt,ec:23:3d:aa:d3:d1,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63915172399927,49.8692347507783
Telekom_FON,ec:23:3d:aa:d3:d2,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63924786352646,49.8691815555098
SPACELINK,24:65:11:0c:e4:44,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64028254609265,49.8698669634946
***,4c:09:d4:c3:63:1d,[WPA2-PSK-CCMP][ESS],Arcadyan Technology Corporation,8.63854968424024,49.8717362806371
Prinzenrolle,5c:49:79:fc:8b:be,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64154394817127,49.8697645981273
WLAN-2DQXPP,74:a5:28:0a:3f:b1,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64114018488252,49.8700569362824
Telekom_FON,74:a5:28:0a:3f:b2,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64114018488252,49.8700569362824
WLAN-P4UZTQ,c4:86:e9:a7:28:d4,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63965405901053,49.8701284789674
Telekom_FON,c4:86:e9:a7:28:d5,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63962924911807,49.8701079215268
WLAN-480191,d4:21:22:b5:27:6d,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.6416248980484,49.8699123212474
UPC3EE8B45,dc:53:7c:f2:fd:28,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63891209899523,49.8696172949703
nash5G,e4:f4:c6:09:4f:50,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64137313153891,49.8699139037214
nashville,e4:f4:c6:09:4f:51,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.63917432579103,49.8698407588542
EasyBox-40DE52,30:d3:2d:73:28:a5,[WPA2-PSK-CCMP][ESS][WPS],devolo AG,8.63983389878672,49.8701435540063
ITHome,34:81:c4:d5:70:df,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63982122332498,49.8701216479251
***,4c:09:d4:c3:63:1f,[WPA2-PSK-CCMP][ESS],Arcadyan Technology Corporation,8.63879603833048,49.8699395608703
UPC18F7AC5,54:67:51:9c:a0:dc,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63903502604614,49.8699675018166
UPC18F7AC5,54:67:51:9c:a0:ed,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6420797058,49.8706761155114
UPCA592CF5,90:5c:44:a1:d6:53,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63914041335629,49.8698372835811
Springfield,9c:c7:a6:31:df:ff,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63964198488382,49.8705719751588
***,a0:40:a0:70:03:c6,[WPA2-PSK-CCMP][ESS],NETGEAR,8.63894209578136,49.8699586710444
DRZ-orbi,a0:40:a0:70:03:c7,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64117845969115,49.8704372931986
FRITZ!Box 7560 JV,cc:ce:1e:c2:ef:33,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64156270983687,49.8704118210396
Telekom_FON,d4:63:fe:49:04:df,[ESS],Arcadyan Corporation,8.64111967353046,49.8708280632938
Telekom_FON,d4:63:fe:49:04:e1,[ESS],Arcadyan Corporation,8.64146271968105,49.8703882006074
WLANr.1,4c:09:d4:84:e8:3a,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.63947515843097,49.8698503844537
Telekom_FON,4c:09:d4:84:e8:3b,[ESS],Arcadyan Technology Corporation,8.63950498446308,49.8695731233009
MyNetz1,5c:49:79:65:60:c9,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63926677690784,49.8684266695576
geocat,90:5c:44:7e:30:2b,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63938854665018,49.8696852374706
MyWiFi,90:5c:44:ae:6e:b2,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63945452245342,49.8715574715101
UPC1813181,c4:27:95:77:af:61,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.63957208597853,49.869651123762
UnendlicheWeiten,c8:0e:14:e9:5a:1a,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63926399275273,49.8683858963845
UPC9E75A19,90:5c:44:d5:6e:50,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63731657475677,49.8701175315408
UPCEC87244,ac:22:05:c3:4c:9a,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6387620665443,49.8706205999227
NETGEAR29,e4:f4:c6:07:c8:f7,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.63743028542166,49.8710059728137
ASK4 WiFi (802.1x),e8:1d:a8:49:0c:08,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63857562097032,49.8718548335361
ASK4 WiFi,1c:b9:c4:26:0d:1c,[ESS],Ruckus Wireless,8.63687278625834,49.8710054600391
ASK4 WiFi (802.1x),1c:b9:c4:66:0d:1c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63820139732088,49.86944246993
Admin Uninest Darmstadt,1c:b9:c4:a6:0d:1c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63790726703106,49.8693108082461
FRITZ!Box 7490,34:81:c4:e3:b2:52,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63868350868861,49.8698078344057
Admin Uninest Darmstadt,34:8f:27:ba:ca:c8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63880206252728,49.8678452610846
UPCD19DC68,54:67:51:4b:29:06,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63881111591813,49.868561733292
UPC4E749B4,90:5c:44:27:bf:19,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63757237923648,49.8701656782086
UPC8734C15,90:5c:44:a8:3a:ba,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63724210404866,49.8708597810534
MAJU,90:5c:44:f9:eb:83,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63758534784642,49.8701341121661
Master-WG,ac:22:05:2a:1a:6c,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63746477932805,49.8699690651084
UPCFEAE76E,ac:22:05:7c:70:0d,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6381873736881,49.8700514056198
WLAN-Carsten,e0:28:6d:38:c3:08,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63797484771083,49.8717064503683
FRITZ!Powerline 540E,08:96:d7:ff:6e:5b,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63658651298445,49.8711688702131
multinet,2c:3e:cf:4a:c0:5e,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.63757822545792,49.8712215545806
UPC3BDEA9E,54:67:51:25:0c:bc,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63759412765757,49.8711607985481
UPC567FBCB,90:5c:44:02:dc:78,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63808542988338,49.8694442427817
UPCE292E2E,90:5c:44:d1:83:db,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63732589509916,49.8698541615419
SCAK1,90:5c:44:f1:b8:3b,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63745833644642,49.8696766879138
Florida,c8:0e:14:54:eb:1c,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.637100840797,49.8681916513561
ASK4 WiFi,e8:1d:a8:09:0c:0c,[ESS],Ruckus Wireless,8.638526489987,49.8713236352331
ASK4 WiFi,1c:b9:c4:26:45:1c,[ESS],Ruckus Wireless,8.6366905613509,49.8702790478994
ASK4 WiFi (802.1x),1c:b9:c4:66:45:1c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63680188300932,49.8698447480704
Admin Uninest Darmstadt,1c:b9:c4:a6:45:1c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63680492825641,49.869812553739
ASK4 WiFi,34:8f:27:3a:95:5c,[ESS],Ruckus Wireless,8.63720658063191,49.8697423044109
ASK4 WiFi,34:8f:27:3b:92:9c,[ESS],Ruckus Wireless,8.63663568796285,49.8708560009876
ASK4 WiFi,34:8f:27:3b:a2:5c,[ESS],Ruckus Wireless,8.63702320901955,49.8712760116085
ASK4 WiFi (802.1x),34:8f:27:7a:95:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63713547660169,49.8697445726049
ASK4 WiFi (802.1x),34:8f:27:7b:92:9c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63646755140553,49.8708059370732
ASK4 WiFi (802.1x),34:8f:27:7b:a2:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63706123437126,49.8711485220483
Admin Uninest Darmstadt,34:8f:27:ba:95:5c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63716431245766,49.8697102607568
Admin Uninest Darmstadt,34:8f:27:bb:92:9c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.6370359954704,49.8693793047453
Admin Uninest Darmstadt,34:8f:27:bb:a2:5c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63706123437126,49.8711485220483
WLAN-292242,84:9c:a6:e3:fc:f7,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.63706606708948,49.8711325894049
UPCE292E2E,90:5c:44:d1:83:ec,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63758930554791,49.8694268189862
EasyBox-Echte-Liebe-BVB09,94:4a:0c:7e:9c:36,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.63676971958124,49.8709811542809
MrMrsDrn,ac:22:05:5d:35:08,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63593802875497,49.8704223489957
Kein Signal 81,ac:22:05:ad:ff:6e,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63704710850625,49.8709573070462
UPC286B475,ac:22:05:c5:72:5e,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63650178447377,49.870134110302
FRITZ!Box 4040 GM,e0:28:6d:ac:08:9b,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63716724822697,49.870920093941
ASK4 WiFi,e8:1d:a8:0d:0e:bc,[ESS],Ruckus Wireless,8.63709935805465,49.871023543014
ASK4 WiFi,e8:1d:a8:10:96:ac,[ESS],Ruckus Wireless,8.63721867537956,49.8709821008777
ASK4 WiFi,e8:1d:a8:10:af:38,[ESS],Ruckus Wireless,8.6370027552721,49.871347303237
ASK4 WiFi,e8:1d:a8:10:af:3c,[ESS],Ruckus Wireless,8.63702842649031,49.8712582093537
ASK4 WiFi (802.1x),e8:1d:a8:48:85:7c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63693892233453,49.8708806700167
ASK4 WiFi (802.1x),e8:1d:a8:4d:0e:bc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63706487134249,49.8711365280364
ASK4 WiFi (802.1x),e8:1d:a8:50:96:ac,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63773801812408,49.8711920790257
ASK4 WiFi (802.1x),e8:1d:a8:50:af:38,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63696290339902,49.8714986866936
ASK4 WiFi (802.1x),e8:1d:a8:50:af:3c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63661738100052,49.8714798475871
ASK4 WiFi (802.1x),e8:1d:a8:50:b1:28,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63707982497242,49.871087408193
Admin Uninest Darmstadt,e8:1d:a8:88:84:6c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63700791530492,49.8713290410353
Admin Uninest Darmstadt,e8:1d:a8:8d:0e:bc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63709935805465,49.871023543014
Admin Uninest Darmstadt,e8:1d:a8:90:96:ac,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63737710644768,49.8710387427178
Admin Uninest Darmstadt,e8:1d:a8:90:af:38,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.6370027552721,49.871347303237
Admin Uninest Darmstadt,e8:1d:a8:90:af:3c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63698860107958,49.8713987483143
Admin Uninest Darmstadt,e8:1d:a8:90:b1:28,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63646563851125,49.8710575133398
stdokehr,00:1b:2f:e4:6b:08,[WPA-PSK-TKIP][ESS],NETGEAR,8.63692377677055,49.869503323685
midi1,08:96:d7:8a:78:07,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63533720198162,49.8701479932127
ASK4 WiFi,34:8f:27:3b:8f:5c,[ESS],Ruckus Wireless,8.63646897232024,49.8694868397234
ASK4 WiFi (802.1x),34:8f:27:7b:8f:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.6365435816814,49.8694399608772
Admin Uninest Darmstadt,34:8f:27:bb:8f:5c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63621470553364,49.869473162274
UPC81DD5DC,90:5c:44:84:ec:03,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63640616602889,49.8701758699014
eren,cc:ce:1e:59:bf:24,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63626904249165,49.8697693961923
ASK4 WiFi,e8:1d:a8:09:01:dc,[ESS],Ruckus Wireless,8.63614692189802,49.8709479976665
ASK4 WiFi,e8:1d:a8:09:15:9c,[ESS],Ruckus Wireless,8.63625960007408,49.8711522409141
ASK4 WiFi,e8:1d:a8:10:a7:5c,[ESS],Ruckus Wireless,8.63637365110706,49.8693863073159
ASK4 WiFi,e8:1d:a8:10:f1:0c,[ESS],Ruckus Wireless,8.63593259203359,49.8706439860267
ASK4 WiFi (802.1x),e8:1d:a8:48:7b:ac,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.6364513663901,49.8714308564291
ASK4 WiFi (802.1x),e8:1d:a8:49:01:dc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.6371131617939,49.8710490395
ASK4 WiFi (802.1x),e8:1d:a8:49:15:9c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.6359597696377,49.8709659527231
ASK4 WiFi (802.1x),e8:1d:a8:50:f1:0c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63653832027916,49.8693415145917
Admin Uninest Darmstadt,e8:1d:a8:89:01:dc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63682907979723,49.8710114600527
Admin Uninest Darmstadt,e8:1d:a8:89:15:9c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63628914359892,49.8711823104776
Admin Uninest Darmstadt,e8:1d:a8:90:a7:5c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63593186526147,49.8694875180907
Admin Uninest Darmstadt,e8:1d:a8:90:f1:0c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63653832027916,49.8693415145917
midi1_5,08:96:d7:8a:78:08,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63553941627056,49.8698471305352
ASK4 WiFi (802.1x),1c:b9:c4:66:14:ec,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63742371384935,49.869146653087
ASK4 WiFi,34:8f:27:35:ea:fc,[ESS],Ruckus Wireless,8.63707884125862,49.8711158271404
ASK4 WiFi (802.1x),34:8f:27:75:ea:fc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63717933686087,49.8709566476285
Admin Uninest Darmstadt,34:8f:27:b5:ea:f8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63729778425939,49.8708300850003
Admin Uninest Darmstadt,34:8f:27:b5:ea:fc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63707884125862,49.8711158271404
UPCD29AF13,54:67:51:bf:30:b6,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63781368634178,49.8689202958205
UPC71D5372,ac:22:05:7e:e9:0b,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63642903457854,49.8694113142326
UPC8ED48CE,ac:22:05:a1:59:c8,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63629183148255,49.86958889212
UPC7686338,ac:22:05:a9:54:ac,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63617278076538,49.8696353358991
UPCE1F14D9,ac:22:05:d0:8c:4c,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63613329173434,49.8696287395213
UPC8F46DD7,ac:22:05:dc:e4:9f,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6360808259808,49.8696110128664
wlan100,c8:0e:14:1f:3d:71,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63549926197624,49.8704225570708
ASK4 WiFi,e8:1d:a8:08:7b:ac,[ESS],Ruckus Wireless,8.63716318853176,49.8709771660135
ASK4 WiFi,e8:1d:a8:08:d3:fc,[ESS],Ruckus Wireless,8.63726070226141,49.8708667937903
ASK4 WiFi,e8:1d:a8:09:02:9c,[ESS],Ruckus Wireless,8.63770885305703,49.8704279394188
ASK4 WiFi,e8:1d:a8:09:14:48,[ESS],Ruckus Wireless,8.63709834879593,49.8698819455975
ASK4 WiFi,e8:1d:a8:10:a7:58,[ESS],Ruckus Wireless,8.63701553423938,49.8713215407384
ASK4 WiFi,e8:1d:a8:10:ef:bc,[ESS],Ruckus Wireless,8.63643277817987,49.8692126964862
ASK4 WiFi (802.1x),e8:1d:a8:48:d3:fc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63726070226141,49.8708667937903
ASK4 WiFi (802.1x),e8:1d:a8:49:02:9c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63734467329775,49.8707851656175
ASK4 WiFi (802.1x),e8:1d:a8:49:14:48,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63709834879593,49.8698819455975
ASK4 WiFi (802.1x),e8:1d:a8:50:a7:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.636162279556,49.8693299793049
ASK4 WiFi (802.1x),e8:1d:a8:50:ef:bc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63581477117683,49.8705773106097
Admin Uninest Darmstadt,e8:1d:a8:88:d3:fc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63712368780436,49.8710338953795
Admin Uninest Darmstadt,e8:1d:a8:89:02:9c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63547674444236,49.8697955930434
Admin Uninest Darmstadt,e8:1d:a8:89:14:48,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63709834879593,49.8698819455975
Admin Uninest Darmstadt,e8:1d:a8:90:ef:b8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63547469744151,49.8705723441972
Admin Uninest Darmstadt,e8:1d:a8:90:ef:bc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63645185912196,49.8706784774875
